Event Type,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
Quema de Vehículos,Magdalena,Santa Marta,Barrio Las Flores,Medios de Transporte (Bus de Servicio Público) ,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #2,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Quema de Vehículos,Magdalena,Santa Marta,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 7 #3,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Sabotaje,Magdalena,Santa Marta,,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #3,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Quema de Vehículos,Magdalena,Santa Marta,Zona rural,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 56",11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Ataque a Propiedad,Magdalena,Santa Marta,Peaje Neguanje,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #2. Pp. 91",11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Asesinato Selectivo,Magdalena,Santa Marta,Región de San Isidro-Corregimiento Minca,Medio de Transporte,Guerrilla,Guerrilla-ELN,,,Boletín Informativo Justicia y Paz Vol.8 No. 2 Pp. 73,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Asesinato Selectivo,Magdalena,Santa Marta,"Finca Santa Marta, estribaciones de la sierra nevada",Objetos o Mercancias,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Boletín Informativo Justicia y Paz Vol.8 No. 4 Pp. 77,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Acciones Bélicas,Magdalena,Santa Marta,Corregimiento Minca,,Guerrilla,Guerrilla-ELN,,,,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Quema de Vehículos,Magdalena,Santa Marta,Barrio Cristo Rey,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #11. Pp. 101,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Asesinato Selectivo-Quema de Vehículos,Magdalena,Santa Marta,Corregimiento Minca,Medio de Transporte,Guerrilla,Guerrilla-FARC, ,,Noche y Niebla # 12 Pp. 71,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Asesinato Selectivo,Magdalena,Santa Marta,Establecimiento Público,Establecimiento Comercial,Grupos Paramilitares,Grupos Paramilitares, ,,Noche y Niebla # 23 Pp. 13,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Quema de Vehículos,Magdalena,Santa Marta,Caserio de Gaira,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 29 Pp. 235,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Quema de Vehículos,Magdalena,Santa Marta,Vía hacia Riohacha,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 216,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Ataque a Propiedad,Magdalena,Santa Marta,Cabecera Municipal,Establecimiento Comercial,Grupos Paramilitares,BACRIM,3,50,El Heraldo. 25 de Octubre de 2012 P. 8A,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
Sabotaje,Cauca,Santa Rosa,,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 132,1.74562,-76.58821,"Santa Rosa, Santa Rosa, Cauca, Colombia"
Sabotaje,Cauca,Santa Rosa,"IP Villalobos, Los Azules, Santa Marta y Villa Mosquera",Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 133,1.74562,-76.58821,"Santa Rosa, Santa Rosa, Cauca, Colombia"
Quema de Vehículos,Cauca,Santa Rosa,IP San Juan de Villalobos,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 86,1.74562,-76.58821,"Santa Rosa, Santa Rosa, Cauca, Colombia"
Quema de Vehículos,Antioquia,Santa Rosa de Osos,ID Aragón,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #3,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
Sabotaje,Antioquia,Santa Rosa de Osos,Sitio Llanos de Cuivá,Infraestructura Vial,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 52",6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santa Rosa de Osos,IP San Isidro,Medios de Transporte - Infraestructura de Comunicaciones - Objetos Materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 3. Pp. 92,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santa Rosa de Osos,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 4. Pp. 130,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
Sabotaje,Antioquia,Santa Rosa de Osos,Vereda Santa Isabel,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 15 Febrero Pp. 1,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
Quema de Vehículos,Bolívar,Santa Rosa del Sur,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 80",7.9629547,-74.0520439,"Santa Rosa del Sur, Santa Rosa Del Sur, Bolivar, Colombia"
Asesinato Selectivo,Bolívar,Santa Rosa del Sur,Vereda Pozo Solo,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 29 Pp. 116,7.9629547,-74.0520439,"Santa Rosa del Sur, Santa Rosa Del Sur, Bolivar, Colombia"
Ataque a Propiedad,Bolívar,Santa Rosa del Sur,Vereda Pozo Solo,Medios de Transporte,Guerrilla,Guerrilla-ELN,1,,Noche y Niebla # 29 Pp. 116,7.9629547,-74.0520439,"Santa Rosa del Sur, Santa Rosa Del Sur, Bolivar, Colombia"
Quema de Vehículos,Antioquia,Santafe de Antioquia,Sitio El Morro,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 237,6.557179,-75.827129,"Santa Fe de Antioquia, Santafé de Antioquia, Antioquia, Colombia"
Quema de Vehículos,Cauca,Santander de Quilichao,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #4,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Quema de Vehículos,Cauca,Santander de Quilichao,,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 1. Pp. 63,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Acciones Bélicas,Cauca,Santander de Quilichao,Cabecera Municipal,Institución Educativa/Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 1. Pp. 98,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Quema de Vehículos,Cauca,Santander de Quilichao,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 1. Pp. 77,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Sabotaje,Cauca,Santander de Quilichao,IP Mondomo,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 6. Pp. 102,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Quema de Vehículos,Cauca,Santander de Quilichao,IP Mondomo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 149,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Acciones Bélicas-Ataque a Instituciones-Asesinato Selectivo,Cauca,Santander de Quilichao,Vereda Villarica-Sitio La Y,Lugares de Culto/Infraestructura Educativa/Entidad Bancaria/ Entidades Públicas,Guerrilla,Guerrilla-FARC, ,,"Noche y Niebla # 11, Pp. 95",3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Acciones Bélicas-Ataque a Propiedad,Cauca,Santander de Quilichao,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-FARC,,,,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Acciones Bélicas,Cauca,Santander de Quilichao,Cabecera Municipal,,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 17 Pp. 164,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
,Cauca,Santander de Quilichao,IP Mondomo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 19 Pp. 159,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Quema de Vehículos,Cauca,Santander de Quilichao,Sitio El Pescador,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 189,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Quema de Vehículos,Cauca,Santander de Quilichao,Sitio Ovejas,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 192,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Atentado Terrorista,Cauca,Santander de Quilichao,Cabecera Municipal. Zona Occidental. Carrera 12a con calle 6,Infraestructura Comercial,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 40 Pp. 94,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Acciones Bélicas,Norte de Santander,Santiago,Cabecera Municipal,,Guerrilla,Guerrilla-ELN,,,,7.864145,-72.717692,"Santiago, North Santander, Colombia"
Quema de Vehículos,Putumayo,Santiago,Cabecera Municipal - Vía El Encano-Santiago,Medios de Transporte - Mercancias u Objetos Materiales,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 18 Noviembre Pp. 151,1.147148,-77.002405,"Santiago, Putumayo, Colombia"
Quema de Vehículos,Norte de Santander,Santiago,Sitio Las Lajas,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 108,7.864145,-72.717692,"Santiago, North Santander, Colombia"
Sabotaje,Putumayo,Santiago,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 60,1.147148,-77.002405,"Santiago, Putumayo, Colombia"
Sabotaje,Putumayo,Santiago,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 76,1.147148,-77.002405,"Santiago, Putumayo, Colombia"
Quema de Vehículos,Antioquia,Santo Domingo,Sitio Porce,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71",6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Sabotaje,Antioquia,Santo Domingo,,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #2,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santo Domingo,IP Porcerito,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 2. Pp. 92,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Masacre,Antioquia,Santo Domingo,,Medios de Transporte,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 6 Pp. 53,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santo Domingo,Corregimiento Porce - Sitio La Negra,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #14. Pp. 71,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santo Domingo,Sitio El Pescadito - Vía Barbosa-Cisneros,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 18 Noviembre Pp. 156,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Sabotaje,Antioquia,Santo Domingo,Sitio Paso Nivel del Ferrocarril,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 19 Pp. 103,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santo Domingo,Vereda La Quebradona,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 36 Pp. 152,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,,Infraestrucura Vial,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 32",6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 3. Pp. 122,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla #14. Pp. 110,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,Autopista Bogotá D.C. - Medellín,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #14. Pp. 145,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santuario,Sitio Sol de Oriente,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Febrero Pp. 15,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,Cabecera Municipal,Infraestructura Víal-Medios de Transporte,Guerrilla,Guerrilla-ELN y FARC,,,Revista Noche y Niebla # 15 Marzo Pp. 160,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,Cabecera Minicipal,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN, ,,Revista Noche y Niebla # 17 Julio Pp. 63,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,Cabecera Municipal,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN, ,,Revista Noche y Niebla # 17 Agosto Pp. 125,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santuario,Vía Medellín-Bogotá D.C.,Infraestructura Víal - Medios de Transporte,Guerrilla,Guerrilla-ELN, ,,Revista Noche y Niebla # 18 Octubre Pp. 63,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Santuario,Vía Medellín-Bogotá D.C.,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 18 Octubre Pp. 70,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Sabotaje,Antioquia,Santuario,Sitio Son de Oriente,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 20 Pp. 98,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
Quema de Vehículos,Arauca,Saravena,Sitio Tres Esquinas,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 38",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Eléctrica ,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 76",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 118",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #4. PP. 52",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #1,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Aeroporturaria,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 1.  Enero Marzo   1993. Pp 47",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,La Paujita,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura de Comunicaciones,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Puerto Banadia,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #1,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #3,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Km 64 del oleoducto caño limon-coveñas,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 85",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Ataque a Instituciones,Arauca,Saravena,Cabecera municipal,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 8 #4. Pp. 70",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 25",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Quema de Vehículos,Arauca,Saravena,Cabecera Municipal,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 25",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 34",6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Asesinato Selectivo,Arauca,Saravena,,Vivienda,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 6 Actualizaciones Pp.168,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Puerto Banadía,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 6. Pp. 133,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Pozo Petrolero Banadia 2,Medios de Transporte,Guerrilla,Guerrilla-ELN,1,,Noche y Niebla # 6. Pp. 158,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 9. Pp. 26,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Vereda Caño Negro,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,,Noche y Niebla #12. Pp. 103,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,,Noche y Niebla #14. Pp. 155,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Cabecera Municipal,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 16 Abril  Pp. 86,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Acciones Bélicas,Arauca,Saravena,Cabecera Municipal - Barrio Villa Fanny,Vivienda,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17 Julio Pp. 71,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Banadía,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada, ,,Revista Noche y Niebla # 17 Agosto Pp. 165,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 19 Pp. 61,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Sitio Pajulia,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 19 Pp. 85,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 19 Pp. 156,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 19 Pp. 201,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 20 Pp. 68,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 20 Pp. 77,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Quema de Vehículos,Arauca,Saravena,IP Puerto Lleras,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 37,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Puerto Banadia,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 21 Pp. 95,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Ataque a Instituciones,Arauca,Saravena,,Entidades Públicas,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 117,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 23,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Vereda San Rafael,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 22 Pp. 46,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Puerto Banadia,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 85,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Ataque a Instituciones,Arauca,Saravena,,Entidades Públicas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 97,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Acciones Bélicas-Ataque a Instituciones,Arauca,Saravena,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Vereda Bajo Pescado,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 76,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
 ,Arauca,Saravena,Cabecera Municipal,Infraestructura Empresarial - Lugares de Culto - Medios de Transporte - Infraestructura Empresarial,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 122,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Puerto Banadia,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 25 Pp. 48,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Acciones Bélicas-Masacre,Arauca,Saravena,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 25 Pp. 98-99,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,IP Puerto Banadía,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 10,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 27 Pp. 67,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 27 Pp. 89,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Vía Aravena - Arauquita,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 27 Pp. 184,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Sabotaje,Arauca,Saravena,Sector Caño La Pava,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 20 Pp. 210,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
Quema de Vehículos,Arauca,Saravena,Vereda Caño Bonga,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
