Event Date,Event Type,Day,Month,Year,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
1990-05-20,Sabotaje,20,5,1990,Norte de Santander,Ocaña,Cabecera Municipal-Barrio Galán,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #2. Pp 71",8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1990-05-20,Sabotaje,20,5,1990,Norte de Santander,Ocaña,Cabecera Municipal,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 3 #2,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1991-08-12,Sabotaje,12,8,1991,Norte de Santander,Ocaña,Sitio El Paramo,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 72",8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1992-06-08,Ataque a Propiedad,8,6,1992,Santander,Ocaña,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #2,8.2296048,-73.3292344,"Vía Universidad Francisco de Paula Santander, Ocaña, Norte de Santander, Colombia"
1994-06-28,Ataque a Organizaciones,28,6,1994,Norte de Santander,Ocaña,Casco Urbano,Sede de Partido Político,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #2,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1994-07-02,Ataque a Organizaciones,2,7,1994,Norte de Santander,Ocaña,Casco Urbano,Sede de Partido Político,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1995-03-09,Sabotaje,9,3,1995,Norte de Santander,Ocaña,Via Ocaña - Convención,Infraestructura Víal ,Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 113",8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1995-04-26,Quema de Vehículos,26,4,1995,Norte de Santander,Ocaña,Sitio La sanjuana,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 57",8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1996-02-28,Ataque a Propiedad,28,2,1996,Norte de Santander,Ocaña,Cabecera Municipal,Establecimiento comercial,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 53",8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2001-08-17,Sabotaje,17,8,2001,Norte de Santander,Ocaña,Sitio Alto del Pozo,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 122,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2006-08-11,Ataque a Propiedad,11,8,2006,Norte de Santander,Ocaña,Vía Ocaña - Sardinata. Sitio El Cobre,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 34 Pp. 75,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2009-04-30,Atentado,30,4,2009,Norte de Santander,Ocaña,Cabecera Municipal,Vivieda Urbana,Grupos Paramilitares,Grupos Paramilitares,,, Noche y Niebla # 39 Pp. 170,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2009-05-23,Ataque a Propiedad,23,5,2009,Norte de Santander,Ocaña,Cabecera Municipal,Establecimiento comercial,Grupos Paramilitares,Grupos Paramilitares,,, Noche y Niebla # 39 Pp. 195,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2001-03-16,Acciones Bélicas,16,3,2001,Nariño,Olaya Herrera,Bocas de Satinga,Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 19 Pp. 174,1.26669,-77.48331,"Olaya Herrera, Sandoná, Nariño, Colombia"
2011-01-07,Ataque a Propiedad,7,1,2011,Nariño,Olaya Herrera,Bocas de Satinga,Establecimiento comercial,Guerrilla,Guerrilla-FARC,,,,1.26669,-77.48331,"Olaya Herrera, Sandoná, Nariño, Colombia"
2011-05-17,Ataque a Propiedad,17,5,2011,Nariño,Olaya Herrera,Vereda Las Mercedes,Vivienda Rural,Guerrilla,Guerrilla-FARC, ,1,,1.26669,-77.48331,"Olaya Herrera, Sandoná, Nariño, Colombia"
2011-11-07,Acciones Bélicas,7,11,2011,Nariño,Olaya Herrera,Cabecera Municipal,Vivienda,Guerrilla-Fuerza Pública,Policía Nacional-FARC,,,,1.26669,-77.48331,"Olaya Herrera, Sandoná, Nariño, Colombia"
1999-08-06,Acciones Bélicas,6,8,1999,Santander,Onzaga,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,,6.343847,-72.814792,"Onzaga, Onzaga, Santander Department, Colombia"
2002-07-10,Asesinato Selectivo,10,7,2002,Huila,Oporapa,Cabecera Municipal,Viviendas y Bienes del EsTadó,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 24 Pp. 14,2.0259109,-75.994964,"Oporapa, Oporapa, Huila, Colombia"
1988-10-26,Sabotaje,26,10,1988,Putumayo,Orito,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-EPL,,,"Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 42",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1989-03-08,Sabotaje,8,3,1989,Putumayo,Orito,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-EPL,,,"Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 87",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1989-08-09,Sabotaje,9,8,1989,Putumayo,Orito,Sitio La Balastra,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1991-02-11,Sabotaje,11,2,1991,Putumayo,Orito,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 81",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1991-03-26,Sabotaje,26,3,1991,Putumayo,Orito,,Infraestructura Energética,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 127",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1991-07-17,Sabotaje,17,7,1991,Putumayo,Orito,IP Churuyaco,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 43",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1991-08-07,Sabotaje,7,8,1991,Putumayo,Orito,,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 71",0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1997-03-01,Ataque a Propiedad,1,3,1997,Putumayo,Orito,Zona Rural,Propiedad Rural,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 3. Pp. 121,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1999-01-23,Sabotaje,23,1,1999,Putumayo,Orito,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,,Noche y Niebla #11. Pp. 52,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1999-09-02,Sabotaje,2,9,1999,Putumayo,Orito,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,,Noche y Niebla #13. Pp. 118,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
2002-07-17,Ataque a Instituciones-Ataque a Propiedad,17,7,2002,Putumayo,Orito,Cabecera Municipal,Entidades Públicas/Establecimiento Comercial,Guerrilla,Guerrilla-FARC,,,,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
2003-04-22,Sabotaje,22,4,2003,Putumayo,Orito,Zona Rural,Infraestructura Energética,Guerrilla,Guerrilla-FARC,1,3, Noche y Niebla # 27 Pp. 189,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
2006-01-07,Ataque a Instituciones,7,1,2006,Putumayo,Orito,Zona Rural,Infraestructura educativa y médica,Guerrilla,Guerrilla-No Identificada,,, Noche y Niebla # 33 Pp. 28,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
2006-01-13,Quema de Vehículos,13,1,2006,Putumayo,Orito,Sitio El Yarumo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 33 Pp. 30,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1992-10-22,Sabotaje,22,10,1992,Boyacá,Otanche,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #4,5.658514,-74.181142,"Otanche, Otanche, Boyacá, Colombia"
1989-01-09,Sabotaje,9,1,1989,Sucre,Ovejas,,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,"Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1990-02-15,Quema de Vehículos,15,2,1990,Sucre,Ovejas,Sitio Contadero,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 53",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1990-03-25,Quema de Vehículos,25,3,1990,Sucre,Ovejas,Vía Ovejas - San Benito Abad,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 79",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1990-11-23,Quema de Vehículos,23,11,1990,Sucre,Ovejas, ,Medios de Transporte-Mercancías u objetos materiales,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #4. Pp 55",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1991-07-15,Sabotaje,15,7,1991,Sucre,Ovejas,Carretera Troncal de Occidente-vía El Carmen de Bolívar,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 42",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1992-06-15,Quema de Vehículos,15,6,1992,Sucre,Ovejas,,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #2,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1993-08-29,Quema de Vehículos,29,8,1993,Sucre,Ovejas,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 6 #3,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1994-06-01,Quema de Vehículos,1,6,1994,Sucre,Ovejas,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #2,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1994-06-19,Quema de Vehículos,19,6,1994,Sucre,Ovejas,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1994-07-13,Quema de Vehículos,13,7,1994,Sucre,Ovejas,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #3,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1994-07-31,Quema de Vehículos,31,7,1994,Sucre,Ovejas,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1995-09-15,Quema de Vehículos,15,9,1995,Sucre,Ovejas,via Ovejas  Carmen de bolivar,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletin Informativo Justicia y Paz, Volumen 8 #3. Pp. 117",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1996-08-03,Quema de Vehículos,3,8,1996,Sucre,Ovejas,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 1. Pp. 68,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1997-05-28,Ataque a Propiedad,28,5,1997,Sucre,Ovejas,Corregimiento San Rafael ,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 4. Pp. 117 - 118,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1997-09-06,Masacre,6,9,1997,Sucre,Ovejas,Corregimiento Pijiguay,Vivienda Urbana-Medios de Transporte,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 5 Versión Libre de Salvatore Mancuso 15 de Enero,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1998-05-30,Quema de Vehículos,30,5,1998,Sucre,Ovejas,Vía a El Carmen de Bolívar,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 130,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1998-06-19,Quema de Vehículos,19,6,1998,Sucre,Ovejas,Vía Troncal de Occidente - Sitio Platanalcito,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 146,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1999-04-08,Atentado,8,4,1999,Sucre,Ovejas,,Vivienda Urbana,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla #12. Pp. 46,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1999-06-09,Quema de Vehículos,9,6,1999,Sucre,Ovejas,Sitio La Coquera ,Medios de Transporte,Guerrilla,Guerrilla-ERP,,,Noche y Niebla #12. Pp. 103,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2000-08-09,Quema de Vehículos,9,8,2000,Sucre,Ovejas,Vereda El Piñal,Medios de Transporte - Mercancias u Objetos Materiales,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17 Agosto Pp. 127,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2000-09-12,Quema de Vehículos,12,9,2000,Sucre,Ovejas,Vía Troncal Caribe,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 17 Septiembre Pp. 203,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2001-01-17,Masacre,17,1,2001,Sucre,Ovejas,Corregimiento Chengue,Vivienda,Grupos Paramilitares,Grupos Paramilitares,,,"Noche y Niebla # 19 PP. 56-57 Comisión Interamericana de Derechos Humanos- Informe de Admisibilidad No 45 de 2007 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Versión Libre de Uber Enrique banquez, alias ""Juancho Dique"". Barranquilla, 17 de Diciembre de 2007",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2001-02-20,Asesinato Selectivo,20,2,2001,Sucre,Ovejas,Cabecera Municipal,Establecimiento Comercial,Guerrilla,Guerrilla-FARC, ,,"Revista Noche y Niebla # 19 Enero- Marzo 2001, Página 124",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2001-10-24,Acciones Bélicas-Quema de Vehículos,24,10,2001,Sucre,Ovejas,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 22 Pp. 33,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2002-03-10,Sabotaje,10,3,2002,Sucre,Ovejas,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 99,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2002-07-01,Asesinato Selectivo-Sabotaje,1,7,2002,Sucre,Ovejas,Vía al carmen de Bolívar,Infraestructura Vial,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 25 Pp. 1,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2002-07-23,Quema de Vehículos,23,7,2002,Sucre,Ovejas,Vía Ojejas - El Carmen de Bolívar,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 25 Pp. 30,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2002-10-29,Sabotaje,29,10,2002,Sucre,Ovejas,Zona Rural,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 44,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2003-09-21,Sabotaje,21,9,2003,Sucre,Ovejas,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-ERP y ELN,,, Noche y Niebla # 28 Pp. 148,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2004-05-24,Asesinato Selectivo,24,5,2004,Sucre,Ovejas,Corregimiento Don Gabriel,Vivienda Urbana,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 29 Pp. 215,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2005-02-23,Ataque a Instituciones,23,2,2005,Caldas,Pacora,Vereda Los Medios,Infraestructura Educativa,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 31 Pp. 96,5.527995,-75.459881,"Pácora, Pácora, Caldas, Colombia"
1992-05-21,Acciones Bélicas-Ataque a Instituciones,21,5,1992,Cauca,Padilla,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #2,3.223586,-76.3133579,"Padilla, Padilla, Cauca Department, Colombia"
1997-07-10,Acciones Bélicas-Ataque a Instituciones,10,7,1997,Cauca,Paez,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-JEGA,,,Noche y Niebla # 5. Pp. 140,2.7347215,-76.0391909,"Paez, Cauca Department, Colombia"
2000-06-16,Acciones Bélicas-Ataque a Propiedad,16,6,2000,Cauca,Paez,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,2.7347215,-76.0391909,"Paez, Cauca Department, Colombia"
1991-02-23,Sabotaje,23,2,1991,Boyacá,Páez,ID La Urria,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 86",5.1000249,-73.052166,"Páez, Páez, Boyaca, Colombia"
1991-02-23,Sabotaje,23,2,1991,Boyacá,Páez,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 86",5.1000249,-73.052166,"Páez, Páez, Boyaca, Colombia"
1996-01-22,Acciones Bélicas-Ataque a Instituciones,22,1,1996,Cauca,Páez,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,,2.7347215,-76.0391909,"Paez, Cauca Department, Colombia"
2002-10-20,Acciones Bélicas,20,10,2002,Cauca,Paez (Belalcazar),,,Guerrilla-Fuerza Pública,Ejército Nacional-Policía Nacional-FAC-Guerrilla No Identificada,,, Noche y Niebla # 26 Pp. 33,2.645681,-75.971834,"Belalcazar, Páez, Cauca, Colombia"
1990-11-16,Sabotaje,16,11,1990,Huila,Paicol,Finca Los Carbones,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #4. Pp 54",2.449478,-75.772917,"Paicol, Paicol, Huila, Colombia"
1988-06-17,Sabotaje,17,6,1988,Cesar,Pailitas,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,3,"Justicia y Paz. Boletín informativo Abril-Junio 1988. Volumen 1, N°.2. Pp. 69",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1989-08-14,Sabotaje,14,8,1989,Cesar,Pailitas,Caserío El Burro,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1990-11-14,Sabotaje,14,11,1990,Cesar,Pailitas,Quebrada La Floresta,Infraestructura Víal,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 3, #4. Pp 54",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1991-12-10,Sabotaje,10,12,1991,Cesar,Pailitas,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #4. PP. 107",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-01-09,Sabotaje,9,1,1992,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 5 #1,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-03-13,Sabotaje,13,3,1992,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #1,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-05-16,Sabotaje,16,5,1992,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #2,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-05-26,Sabotaje,26,5,1992,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 5 #2,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-06-09,Sabotaje,9,6,1992,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #2,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-11-17,Sabotaje,17,11,1992,Cesar,Pailitas,,Infraestructura Víal,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1992-12-02,Sabotaje,2,12,1992,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1993-09-19,Sabotaje,19,9,1993,Cesar,Pailitas,,Infraestructura Energética (Oleoductos),Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #3,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1994-05-29,Sabotaje,29,5,1994,Cesar,Pailitas,,Material Electoral,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #2,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1994-07-21,Quema de Vehículos,21,7,1994,Cesar,Pailitas,Caserío El Burro,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #3,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1995-02-28,Quema de Vehículos,28,2,1995,Cesar,Pailitas,Via ´Pailitas - Pelaya,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 87",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1996-01-13,Sabotaje,13,1,1996,Cesar,Pailitas,,Infraestructura energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 24",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1996-04-07,Quema de Vehículos,7,4,1996,Cesar,Pailitas,,Medios de Transporte,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 30",8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1996-09-22,Quema de Vehículos,22,9,1996,Cesar,Pailitas,Vía Pitalito - Curumaní,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 1. Pp. 81,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1997-09-11,Quema de Vehículos,11,9,1997,Cesar,Pailitas,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 133,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1998-10-23,Quema de Vehículos,23,10,1998,Cesar,Pailitas,Vía a Pelaya - Sitio Los Laureles,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #10. Pp. 44,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
2000-01-19,Ataque a Instituciones,19,1,2000,Cesar,Pailitas,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC, ,,Revista Noche y Niebla # 15 enero Pp. 26,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
2001-08-13,Quema de Vehículos,13,8,2001,Cesar,Pailitas,Sitio La Llanatica,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 111,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
2004-08-30,Asesinato Selectivo,30,8,2004,Cesar,Pailitas,"Veredas Bobalí Nº1 y Nº2, Guarumera, Quebrada Chiquita, Villanueva Nº 1 y Nº 2, Llanos Nº 1 y Nº 2 y La Estrella",Infraestructura educativa y médica-Propiedad rural-Mercancías u objetos materiales,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 30 Pp. 132 y 133,8.959667,-73.626268,"Pailitas, Pailitas, Cesar, Colombia"
1989-07-01,Sabotaje,1,7,1989,Boyacá,Pajarito,Sitio El Boquerón,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 40",5.2931929,-72.7028179,"Pajarito, Pajarito, Boyacá, Colombia"
1991-02-12,Quema de Vehículos,12,2,1991,Boyacá,Pajarito,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 82",5.2931929,-72.7028179,"Pajarito, Pajarito, Boyacá, Colombia"
1991-07-04,Sabotaje,4,7,1991,Boyacá,Pajarito,Sitio Peña Gallo,Infraestructura Eléctrica ,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 36",5.2931929,-72.7028179,"Pajarito, Pajarito, Boyacá, Colombia"
1995-08-06,Sabotaje,6,8,1995,Boyacá,Pajarito,Curisi,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,"Boletin Informativo Justicia y Paz, Volumen 8 #3. Pp. 80",5.2931929,-72.7028179,"Pajarito, Pajarito, Boyacá, Colombia"
1997-09-23,Sabotaje,23,9,1997,Boyacá,Pajarito,Sitio Cusiana,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 5. Pp. 135,5.2931929,-72.7028179,"Pajarito, Pajarito, Boyacá, Colombia"
