Event Date,Event Type,Day,Month,Year,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
1994-03-14,Sabotaje,14,3,1994,Bolívar,Achí,ID San Jacinto de Achí ,Material Electoral,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #1,8.567685,-74.5559339,"Achí, Archí, Bolivar, Colombia"
1994-06-18,Ataque a Propiedad,18,6,1994,Bolívar,Achí,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-EPL,,,Justicia y Paz Vol 7 #2,8.567685,-74.5559339,"Achí, Archí, Bolivar, Colombia"
1994-06-18,Sabotaje,18,6,1994,Bolívar,Achí,Corregimiento Villa Uribe,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,8.567685,-74.5559339,"Achí, Archí, Bolivar, Colombia"
1998-03-08,Sabotaje,8,3,1998,Bolívar,Achí,,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 62,8.567685,-74.5559339,"Achí, Archí, Bolivar, Colombia"
2000-03-29,Asesinato Selectivo-Quema de Vehículos,29,3,2000,Bolívar,Achí,Corregimiento Tres Cruces,Medio de Transporte,Guerrilla,Guerrilla-ERP, ,,Noche y Niebla # 15 Pp. 183,8.567685,-74.5559339,"Achí, Archí, Bolivar, Colombia"
2000-03-29,Quema de Vehículos,29,3,2000,Bolívar,Achí,Corregimiento Tres Cruces,Medios de Transporte,Guerrilla,Guerrilla-ERP,,,Revista Noche y Niebla # 15 Marzo Pp. 183,8.567685,-74.5559339,"Achí, Archí, Bolivar, Colombia"
1989-06-25,Sabotaje,25,6,1989,Cesar,Aguachica,Corregimiento Norean,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 101",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1989-08-14,Sabotaje,14,8,1989,Cesar,Aguachica,Vía a Santa Marta,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 70",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1991-03-09,Quema de Vehículos,9,3,1991,Cesar,Aguachica,Vía a Bucaramanga-sitio El Barro,Medios de Transporte,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 122",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1992-10-24,Sabotaje,24,10,1992,Cesar,Aguachica,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1992-11-07,Ataque a Propiedad,7,11,1992,Cesar,Aguachica,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1992-11-12,Quema de Vehículos,12,11,1992,Cesar,Aguachica,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1992-11-15,Sabotaje,15,11,1992,Cesar,Aguachica,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1992-11-17,Sabotaje,17,11,1992,Cesar,Aguachica,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1992-11-22,Sabotaje,22,11,1992,Cesar,Aguachica,,Infraestructura Víal,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1993-11-08,Quema de Vehículos,8,11,1993,Cesar,Aguachica,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 6 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1994-03-13,Sabotaje,13,3,1994,Cesar,Aguachica,Corregimiento Boquerón,Material Electoral,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #1,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1994-07-16,Quema de Vehículos,16,7,1994,Cesar,Aguachica,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #3,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1994-11-21,Sabotaje,21,11,1994,Cesar,Aguachica,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1994-11-21,Sabotaje,21,11,1994,Cesar,Aguachica,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #4,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1995-01-17,Quema de Vehículos,17,1,1995,Cesar,Aguachica,Cerro los chivos - Corregimiento Norean ,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 51",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1995-03-31,Sabotaje,31,3,1995,Cesar,Aguachica,Zona rural,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 115",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1995-05-08,Quema de Vehículos,8,5,1995,Cesar,Aguachica,Sitio Platanal ,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 8 #2. Pp. 91",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1995-08-27,Ataque a Propiedad,27,8,1995,Cesar,Aguachica,Cabecera Municipal - barrio alto prado y alfonso lopez,Establecimiento Comercial,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 8 #3. Pp. 83",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1995-12-25,Ataque a Propiedad,25,12,1995,Cesar,Aguachica,Zona rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #4. Pp. 94",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1996-04-08,Ataque a Organizaciones,8,4,1996,Cesar,Aguachica,,Infraestructura Empresarial,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 31",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1996-04-15,Ataque a Propiedad,15,4,1996,Cesar,Aguachica,,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 33",8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1996-09-09,Quema de Vehículos,9,9,1996,Cesar,Aguachica,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 77,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1996-09-15,Quema de Vehículos,15,9,1996,Cesar,Aguachica,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 79,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1997-07-16,Quema de Vehículos,16,7,1997,Cesar,Aguachica,Corregimiento Norean,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 5. Pp. 100,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
2000-04-10,Sabotaje,10,4,2000,Cesar,Aguachica,Corregimiento Norean,Infraestructura Víal - Infraestructura de Comunicaciones ,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 16 Abril  Pp. 67,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
2000-08-09,Quema de Vehículos,9,8,2000,Cesar,Aguachica,Vía Aguachica-Río de Oro,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17 Agosto Pp. 128,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
2000-10-22,Sabotaje,22,10,2000,Cesar,Aguachica,Corregimiento San Benito - Vereda San Benito,Infraestructura Víal,Guerrilla,Guerrilla-ELN,  ,,Revista Noche y Niebla # 18 Octubre Pp. 101,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
2008-08-23,Atentado,23,8,2008,Cesar,Aguachica,Cabecera Municipal - Barrio Potosí,Vivienda Urbana,Grupos Paramilitares,Grupos Paramilitares,,, Noche y Niebla # 38 Pp. 119,8.305925,-73.611665,"Aguachica, Aguachica, Cesar, Colombia"
1998-03-08,Sabotaje,8,3,1998,Caldas,Aguadas,IP La Mermita ,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 64,5.608334,-75.453135,"Aguadas, Aguadas, Caldas, Colombia"
2002-05-26,Sabotaje-Quema de Vehículos,26,5,2002,Caldas,Aguadas,IP Río Arriba,Medios de Transporte - Material Electoral ,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 24 Pp. 80,5.608334,-75.453135,"Aguadas, Aguadas, Caldas, Colombia"
2002-07-02,Asesinato Selectivo,2,7,2002,Caldas,Aguadas,Zona Rural,Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 24 Pp. 2,5.608334,-75.453135,"Aguadas, Aguadas, Caldas, Colombia"
1991-02-08,Quema de Vehículos,8,2,1991,Casanare,Aguazul,,Medios de Transporte,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 79",5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
1991-07-04,Sabotaje,4,7,1991,Casanare,Aguazul,,Infraestructura Eléctrica ,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 36",5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
1994-07-18,Sabotaje,18,7,1994,Casanare,Aguazul,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #3,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
1997-08-18,Quema de Vehículos,18,8,1997,Casanare,Aguazul,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 115,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2002-01-16,Sabotaje,16,1,2002,Casanare,Aguazul,Vereda El Retiro,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 23 Pp. 17,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2002-08-05,Sabotaje,5,8,2002,Casanare,Aguazul,Vereda Volcan Blanco,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 25 Pp. 47,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2002-11-25,Sabotaje,25,11,2002,Casanare,Aguazul,Zona Rural,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 26 Pp. 80,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2003-02-04,Sabotaje,4,2,2003,Casanare,Aguazul,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 27 Pp. 73,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2003-02-06,Sabotaje,6,2,2003,Casanare,Aguazul,Vereda Volcanera,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 75,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2003-07-11,Sabotaje,11,7,2003,Casanare,Aguazul,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 28 Pp. 43,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2004-07-02,Quema de Vehículos,2,7,2004,Casanare,Aguazul,Vía hacia Yopal,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 30 Pp. 56,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
2004-07-03,Quema de Vehículos,3,7,2004,Casanare,Aguazul,Vía hacia Yopal,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 30 Pp. 57,5.170847,-72.550819,"Aguazul, Aguazul, Casanare, Colombia"
1991-02-15,Ataque a Propiedad,15,2,1991,Cesar,Agustín Codazzi,,Infraestructura Empresarial,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 84",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1991-02-18,Ataque a Propiedad,18,2,1991,Cesar,Agustín Codazzi,Finca El Edén,Propiedad Rural,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 84",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1991-02-18,Quema de Vehículos,18,2,1991,Cesar,Agustín Codazzi,,Medios de Transporte,Guerrilla,Guerrilla No Identificada,1,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 84",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1991-02-18,Quema de Vehículos,18,2,1991,Cesar,Agustín Codazzi,,Medios de Transporte,Guerrilla,Guerrilla-CGSB,1,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 85",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1991-02-25,Quema de Vehículos,25,2,1991,Cesar,Agustín Codazzi,Vía al municipio de San Diego-sitio Desastre,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 87",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1992-03-18,Quema de Vehículos,18,3,1992,Cesar,Agustín Codazzi,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #1,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1993-05-23,Quema de Vehículos,23,5,1993,Cesar,Agustín Codazzi,Vía Corregimiento Casacara,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 2. Abril  - Junio   1993. Pp 79",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1994-08-06,Ataque a Propiedad,6,8,1994,Cesar,Agustín Codazzi,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-FARC, ,,Justicia y Paz Vol 7 #3,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-04-08,Atentado,8,4,1996,Cesar,Agustín Codazzi,,Infraestructura Empresarial,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 30",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-04-10,Quema de Vehículos,10,4,1996,Cesar,Agustín Codazzi,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 32",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-04-25,Quema de Vehículos,25,4,1996,Cesar,Agustín Codazzi,Cabecera Municipal - Barrio Los Cafetales,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #2. Pp. 35",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-09-15,Ataque a Propiedad,15,9,1996,Cesar,Agustín Codazzi,Corregimiento de Casacara,Infraestructura Empresarial - Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 79,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-09-19,Ataque a Instituciones,19,9,1996,Cesar,Agustín Codazzi,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 80,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-09-19,Ataque a Propiedad,19,9,1996,Cesar,Agustín Codazzi,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 80,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1996-09-19,Ataque a Propiedad,19,9,1996,Cesar,Agustín Codazzi,Cabecera Municipal,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 80,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1997-03-18,Ataque a Propiedad,18,3,1997,Cesar,Agustín Codazzi,Zona Rural,Propiedad Rural - Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 3. Pp. 122,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1997-03-24,Ataque a Propiedad,24,3,1997,Cesar,Agustín Codazzi,Zona Rural,Propiedad Rural - Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 3. Pp. 122,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1997-03-29,Ataque a Propiedad,29,3,1997,Cesar,Agustín Codazzi,Corregimiento Casacará,Propiedad Rural - Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 3. Pp. 122,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1997-04-01,Ataque a Propiedad,1,4,1997,Cesar,Agustín Codazzi,Zona Rural,Mercancías u objetos materiales,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 4. Pp. 100,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1997-05-20,Ataque a Propiedad,20,5,1997,Cesar,Agustín Codazzi,Zona Rural,Propiedad Rural - Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 4. Pp. 117,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1997-09-17,Ataque a Instituciones,17,9,1997,Cesar,Agustín Codazzi,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 133,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1998-03-08,Sabotaje,8,3,1998,Cesar,Agustín Codazzi,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 64,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1998-05-13,Ataque a Instituciones,13,5,1998,Cesar,Agustín Codazzi,,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 116,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1998-10-23,Ataque a Propiedad,23,10,1998,Cesar,Agustín Codazzi,,Infraestructura Empresarial - Vivienda Urbana,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #10. Pp. 44,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1998-10-25,Ataque a Propiedad,25,10,1998,Cesar,Agustín Codazzi,,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #10. Pp. 47,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2000-02-20,Ataque a Instituciones,20,2,2000,Cesar,Agustín Codazzi,Cabecera Municipal,Entidad Pública-Vivienda Urbana-Entidad Bancaria,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 15 Febrero Pp. 37,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2000-03-10,Ataque a Instituciones,10,3,2000,Cesar,Agustín Codazzi,Cabecera Municipal,Instituciones Públicas - Vivienda Urbana,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 153,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2000-03-18,Sabotaje,18,3,2000,Cesar,Agustín Codazzi,Cabecera Municipal,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 166,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2000-03-21,Sabotaje,21,3,2000,Cesar,Agustín Codazzi,Vereda La Llanerita,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 171,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2001-04-21,Masacre,21,4,2001,Cesar,Agustín Codazzi,Zona Rural,Medios de Transporte,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 20 Pp. 60 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 362 Unidad de Justicia y Paz. Masacres en el Cesar,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2001-05-11,Asesinato Selectivo,11,5,2001,Cesar,Agustín Codazzi,Corregimiento Casacará,Propiedad Rural,Guerrilla,Guerrilla-FARC, ,,"Revista Noche y Niebla # 20  Abril - Junio  2001, Página 117",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2001-06-12,Asesinato Selectivo,12,6,2001,Cesar,Agustín Codazzi,Corregimiento Casacara,Vivienda,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 20 Pp. 189,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2001-09-17,Sabotaje,17,9,2001,Cesar,Agustín Codazzi,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 180,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2002-03-15,Asesinato Selectivo-Quema de Vehículos,15,3,2002,Cesar,Agustín Codazzi,Zona Rural,Medio de Transporte,Guerrilla,Guerrilla-FARC, ,,Noche y Niebla # 23 Pp. 106,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2002-11-13,Quema de Vehículos,13,11,2002,Cesar,Agustín Codazzi,Corregimiento Casacará,Medios de Transporte,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 26 Pp. 64,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2004-08-21,Quema de Vehículos,21,8,2004,Cesar,Agustín Codazzi,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 121,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2004-11-01,Quema de Vehículos,1,11,2004,Cesar,Agustín Codazzi,Vía hacia Becerril,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 217,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
2005-03-28,Quema de Vehículos,28,3,2005,Cesar,Agustín Codazzi,Vía hacia la Vereda El Paraiso,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 138,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
1989-06-18,Sabotaje,18,6,1989,Huila,Aipe,Sitio Loma de la Montaña,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 99",3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
1991-07-15,Quema de Vehículos,15,7,1991,Huila,Aipe,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 42",3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
1991-07-15,Sabotaje,15,7,1991,Huila,Aipe,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 42",3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
1998-03-08,Sabotaje,8,3,1998,Huila,Aipe,IP Santa Rita y La Ceja,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 64,3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
2000-11-17,Sabotaje,17,11,2000,Huila,Aipe,Cabecera Municipal,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 18 Noviembre Pp. 148,3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
2001-08-24,Sabotaje,24,8,2001,Huila,Aipe,,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 21 Pp. 135,3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
1991-03-17,Sabotaje,17,3,1991,Cundinamarca,Albán,Vereda Namay,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,25,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 124",4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
1991-07-22,Sabotaje,22,7,1991,Cundinamarca,Albán,Alto de La Tribuna,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 44",4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
1993-02-06,Sabotaje,6,2,1993,Cundinamarca,Albán,,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 1.  Enero Marzo   1993. Pp 84",4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
1997-09-16,Sabotaje,16,9,1997,Cundinamarca,Albán,Vía a Sasaima,Infraestructura Víal,Guerrilla,Guerrilla-FARC,1,,Noche y Niebla # 5. Pp. 133,4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
2000-12-12,Acciones Bélicas,12,12,2000,Nariño,Albán (San Jose),Cabecera Municipal,Entidades Públicas/Viviendas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 18 Pp. 191,1.474205,-77.081071,"San José, Alban, Nariño, Colombia"
2001-10-08,Acciones Bélicas,8,10,2001,Nariño,Albán (San Jose),Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 22 Pp. 8,1.474205,-77.081071,"San José, Alban, Nariño, Colombia"
2002-01-13,Acciones Bélicas,13,1,2002,Nariño,Albán (San Jose),Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 23 Pp. 12,1.474205,-77.081071,"San José, Alban, Nariño, Colombia"
1991-03-22,Ataque a Instituciones,22,3,1991,Santander,Albania,,Medios de Transporte,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 126",5.759368,-73.91453,"Albania, Albania, Santander Department, Colombia"
